final.contigs:
avg=990.483 
266	102
417	55
580	38
450	47
619	33
510	45
406	66
707	21
513	39
905	24
250	89
760	27
495	46
457	48
803	18
968	9
328	86
676	27
1486	8
367	59
1674	11
274	96
1580	4
488	40
873	15
278	111
1819	8
459	52
1347	11
281	109
1374	13
1028	11
249	102
596	28
320	78
2708	4
578	33
373	74
421	53
254	114
1487	15
468	46
402	70
342	86
1403	14
399	50
771	16
494	51
1665	11
410	51
1571	11
3497	2
268	98
807	19
809	16
258	91
2049	8
1328	10
551	32
329	90
523	46
462	48
920	17
247	101
1599	3
340	83
470	42
252	95
2373	4
2093	5
1019	18
605	37
720	28
1474	12
630	33
400	70
292	108
377	66
734	20
297	70
355	67
1938	7
3187	2
565	29
282	101
5180	1
347	96
438	52
1113	17
460	52
3173	4
830	22
359	95
1629	8
1293	11
833	27
555	37
3015	3
903	16
691	25
3692	1
4149	2
1084	11
304	86
916	21
538	41
3483	2
945	17
1117	12
640	27
2453	6
1796	4
2516	4
798	23
303	90
265	91
1728	7
2703	5
305	79
1845	3
325	92
337	100
288	79
2285	7
1012	15
425	50
2209	8
415	61
1747	11
483	40
2382	4
2198	5
1270	12
426	66
1565	11
489	40
261	107
235	12
251	94
351	76
416	55
711	25
447	60
839	22
1323	10
2608	5
1793	8
363	82
244	108
1436	9
1592	9
309	92
386	77
436	50
751	22
531	36
884	17
534	34
607	26
1035	9
1181	18
372	68
455	41
659	31
529	53
352	70
271	92
378	58
317	79
338	86
1037	13
3364	4
1266	13
2615	2
545	35
1245	13
339	81
275	99
485	49
481	45
744	25
2648	1
2493	6
419	56
1061	14
315	98
1990	8
259	107
849	22
1363	9
435	44
323	99
2289	4
2861	2
341	93
1123	16
1467	4
397	58
413	68
2520	5
1111	9
1208	14
302	86
204	14
1167	9
2799	2
4515	1
273	83
2518	6
374	81
291	78
667	29
330	74
260	104
1822	7
3986	3
612	24
972	21
2027	4
931	14
369	70
2963	5
353	86
2136	6
376	78
2814	4
1284	10
584	38
1073	12
694	33
276	80
6409	1
812	16
1485	9
976	13
2413	4
308	88
1262	19
2628	8
2472	5
2549	3
1711	5
1178	11
370	61
475	56
357	55
501	51
1096	15
947	18
398	63
606	34
442	54
671	33
742	27
428	51
853	29
1192	18
1218	10
2468	3
286	97
1952	10
314	104
350	83
409	75
1334	16
1615	5
939	12
433	63
964	18
371	82
1161	11
1221	9
1371	10
2098	2
253	119
1310	8
2627	7
300	86
1705	4
4374	1
660	25
1440	15
525	37
526	49
445	40
1974	7
1248	17
776	21
1470	15
927	19
285	90
1505	10
1535	9
434	54
685	28
382	67
1996	5
289	89
4638	1
1250	19
998	17
832	14
4014	1
601	35
1884	6
722	20
316	117
1719	17
472	45
1288	14
1490	9
1212	9
392	40
463	59
2333	6
1193	11
1294	11
422	56
284	103
2436	6
670	32
2259	5
879	20
205	15
987	18
962	18
990	20
597	31
588	22
3031	4
379	72
2922	2
322	89
977	17
1150	26
427	50
203	11
1230	14
1408	12
763	19
730	26
741	19
527	48
507	47
600	34
262	98
248	84
922	16
411	52
775	26
1341	13
2403	4
418	51
1080	15
1846	15
3427	1
1890	10
914	22
343	99
524	34
1043	22
311	86
1673	11
666	29
290	86
683	25
257	88
484	52
210	15
444	53
375	83
293	87
269	99
263	104
1926	5
1853	10
2540	4
622	26
1199	12
1503	7
883	21
1372	11
669	24
628	24
2081	5
674	27
348	76
246	91
2100	6
1859	5
1524	9
336	65
1083	15
1518	11
1695	7
1676	9
2195	4
405	53
634	22
788	22
361	80
1458	17
971	20
1631	16
1307	8
327	98
1447	11
1220	21
1211	15
334	89
861	18
1204	18
1156	12
2076	9
993	9
1501	12
577	28
811	16
706	20
424	48
3100	5
932	15
1943	7
780	19
911	15
3584	2
294	86
1387	10
1314	18
482	44
844	16
782	27
850	22
1724	10
654	19
1008	11
380	66
535	35
557	31
429	63
401	58
346	78
1358	13
953	9
810	18
2997	2
1279	8
594	30
576	42
941	15
828	15
1947	5
1109	17
5278	1
1411	12
553	29
1659	11
2543	6
395	65
1928	10
2883	3
611	22
333	91
1319	18
1079	15
639	32
541	38
598	35
423	45
899	15
995	13
704	20
3650	2
2594	2
629	29
1816	9
548	30
768	21
216	8
295	96
3930	1
1107	19
970	15
996	11
2781	5
277	97
255	97
2015	11
3561	1
3588	1
451	42
825	24
2249	3
228	13
1007	17
2476	7
579	39
313	98
349	81
585	30
332	87
528	39
2741	5
846	15
7075	1
283	93
310	102
414	48
471	50
517	44
335	71
2500	4
307	88
743	22
663	33
1455	6
384	58
358	74
368	91
835	21
318	107
364	65
1127	7
532	36
1170	13
736	22
4389	2
287	82
950	12
1140	13
439	46
